InicioPeriodo,FimPeriodo,Segmento,Modalidade,Posicao,InstituicaoFinanceira,TaxaJurosAoMes,TaxaJurosAoAno
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,17,BCO MERCANTIL DO BRASIL S.A.,7.11,127.93
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,20,BANCO BARI S.A.,7.12,128.25
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,15,BCO MERCANTIL DO BRASIL S.A.,7.13,128.6
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,20,BANCO BTG PACTUAL S.A.,7.16,129.28
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,14,BCO MERCANTIL DO BRASIL S.A.,7.17,129.67
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,16,BCO TRIANGULO S.A.,7.17,129.64
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,17,BCO TRIANGULO S.A.,7.18,129.9
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,20,BCO TRIANGULO S.A.,7.18,129.9
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,15,BANCO ORIGINAL,7.18,129.77
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,21,BCO BRADESCO S.A.,7.22,130.89
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,9,BCO MERCANTIL DO BRASIL S.A.,7.22,130.79
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,21,BCO AFINZ S.A. - BM,7.23,130.97
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,21,BCO AFINZ S.A. - BM,7.28,132.41
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,16,BCO TRIANGULO S.A.,7.28,132.3
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,17,BCO TRIANGULO S.A.,7.29,132.75
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,16,BCO TRIANGULO S.A.,7.3,132.89
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,19,BCO DO ESTADO DO RS S.A.,7.3,132.94
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,20,BCO BRADESCO S.A.,7.32,133.36
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,22,MERCADO CRÉDITO SCFI S.A.,7.33,133.73
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,21,BCO AFINZ S.A. - BM,7.35,134.26
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,23,BCO DO ESTADO DO RS S.A.,7.37,134.66
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,19,BCO BRADESCO S.A.,7.38,135.06
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,20,MERCADO CRÉDITO SCFI S.A.,7.39,135.38
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,20,BCO DO ESTADO DO RS S.A.,7.39,135.39
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,22,BANCO BRADESCARD,7.4,135.44
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,21,BANCO BRADESCARD,7.4,135.57
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,22,BCO AFINZ S.A. - BM,7.42,136.16
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,22,BANCO BRADESCARD,7.43,136.26
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,22,BCO BRADESCO S.A.,7.44,136.47
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,17,VIA CERTA FINANCIADORA S.A. - CFI,7.45,136.77
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,18,MERCADO CRÉDITO SCFI S.A.,7.46,137.1
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,23,MERCADO CRÉDITO SCFI S.A.,7.46,137.24
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,23,BANCO BRADESCARD,7.48,137.67
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,18,MERCADO CRÉDITO SCFI S.A.,7.5,138.19
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,17,MERCADO CRÉDITO SCFI S.A.,7.5,138.26
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,21,BCO AFINZ S.A. - BM,7.53,138.97
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,22,BANCO DIGIO,7.55,139.43
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,19,BANCO DIGIO,7.57,140.09
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,18,BANCO DIGIO,7.58,140.24
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,19,MERCADO CRÉDITO SCFI S.A.,7.62,141.29
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,21,MERCADO CRÉDITO SCFI S.A.,7.63,141.73
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,17,BANCO DIGIO,7.63,141.53
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,23,BCO DO NORDESTE DO BRASIL S.A.,7.63,141.64
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,23,CALCRED S.A.,7.63,141.67
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,18,MERCADO CRÉDITO SCFI S.A.,7.64,141.89
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,24,MERCADO CRÉDITO SCFI S.A.,7.64,141.89
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,21,MERCADO CRÉDITO SCFI S.A.,7.64,141.92
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,21,BCO DO NORDESTE DO BRASIL S.A.,7.65,142.3
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,19,VIA CERTA FINANCIADORA S.A. - CFI,7.66,142.59
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,22,MERCADO CRÉDITO SCFI S.A.,7.67,142.71
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,18,MERCADO CRÉDITO SCFI S.A.,7.67,142.81
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,20,MERCADO CRÉDITO SCFI S.A.,7.67,142.68
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,19,BCO AGIBANK S.A.,7.68,142.96
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,24,MERCADO CRÉDITO SCFI S.A.,7.7,143.62
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,24,NU FINANCEIRA S.A. CFI,7.71,143.7
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,23,MERCADO CRÉDITO SCFI S.A.,7.71,143.72
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,22,MERCADO CRÉDITO SCFI S.A.,7.71,143.86
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,22,BANCO DIGIO,7.73,144.24
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,23,BANCO BRADESCARD,7.74,144.52
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,24,BCO BRADESCO S.A.,7.74,144.61
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,25,NOVO BCO CONTINENTAL S.A. - BM,7.75,144.94
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,24,NOVO BCO CONTINENTAL S.A. - BM,7.75,144.94
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,24,NOVO BCO CONTINENTAL S.A. - BM,7.75,144.94
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,25,BCO DO NORDESTE DO BRASIL S.A.,7.78,145.64
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,20,BANCO DIGIO,7.78,145.77
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,25,LUIZACRED S.A. SCFI,7.79,146.12
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,20,BCO DO NORDESTE DO BRASIL S.A.,7.79,145.99
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,20,BCO DO NORDESTE DO BRASIL S.A.,7.8,146.15
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,21,BANCO DIGIO,7.81,146.5
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,19,BCO DO NORDESTE DO BRASIL S.A.,7.82,146.84
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,20,BCO DO NORDESTE DO BRASIL S.A.,7.84,147.39
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,25,BCO DO NORDESTE DO BRASIL S.A.,7.85,147.52
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,21,BCO CETELEM S.A.,7.85,147.67
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,23,BANCO BRADESCARD,7.87,148.06
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,8,BCO MERCANTIL DO BRASIL S.A.,7.88,148.42
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,21,BANCO BRADESCARD,7.88,148.6
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,18,BCO DO NORDESTE DO BRASIL S.A.,7.88,148.52
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,24,BCO DO ESTADO DO RS S.A.,7.9,149.05
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,25,BCO DO NORDESTE DO BRASIL S.A.,7.91,149.35
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,7,BCO MERCANTIL DO BRASIL S.A.,7.91,149.37
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,26,CAIXA ECONOMICA FEDERAL,7.91,149.34
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,24,BCO DO ESTADO DO RS S.A.,7.91,149.2
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,23,NU FINANCEIRA S.A. CFI,7.93,149.74
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,19,MERCADO CRÉDITO SCFI S.A.,7.93,149.92
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,25,BCO DO NORDESTE DO BRASIL S.A.,7.94,150.26
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,22,BCO BRADESCO S.A.,7.94,150.27
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,21,NU FINANCEIRA S.A. CFI,7.95,150.55
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,22,VIA CERTA FINANCIADORA S.A. - CFI,7.96,150.81
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,9,BANCO BARI S.A.,7.96,150.65
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,8,BANCO BARI S.A.,7.97,150.89
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,9,BANCO BARI S.A.,7.97,150.89
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,26,CAIXA ECONOMICA FEDERAL,7.97,150.92
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,21,VIA CERTA FINANCIADORA S.A. - CFI,7.98,151.27
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,19,BCO DO NORDESTE DO BRASIL S.A.,7.99,151.44
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,26,BCO DO ESTADO DO RS S.A.,8.0,151.87
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,8,BCO MERCANTIL DO BRASIL S.A.,8.0,151.8
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,25,CAIXA ECONOMICA FEDERAL,8.0,151.87
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,20,BCO DIGIMAIS S.A.,8.02,152.43
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,20,BCO DIGIMAIS S.A.,8.02,152.3
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,21,BCO DO ESTADO DO RS S.A.,8.03,152.76
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,22,BCO DIGIMAIS S.A.,8.04,153.02
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,26,CAIXA ECONOMICA FEDERAL,8.04,153.07
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,26,CAIXA ECONOMICA FEDERAL,8.05,153.31
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,22,VIA CERTA FINANCIADORA S.A. - CFI,8.05,153.19
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,20,BCO DIGIMAIS S.A.,8.05,153.25
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,23,NU FINANCEIRA S.A. CFI,8.05,153.19
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,24,BCO CETELEM S.A.,8.06,153.62
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,23,BCO DO ESTADO DO RS S.A.,8.07,153.9
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,27,CAIXA ECONOMICA FEDERAL,8.07,153.82
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,25,BCO DO ESTADO DO RS S.A.,8.08,154.03
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,10,BANCO BARI S.A.,8.09,154.37
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,10,BANCO BARI S.A.,8.09,154.37
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,24,BCO DO ESTADO DO RS S.A.,8.1,154.59
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,26,BCO DO ESTADO DO RS S.A.,8.1,154.58
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,22,BCO DO ESTADO DO RS S.A.,8.11,154.97
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,21,BCO DO ESTADO DO RS S.A.,8.11,155.03
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,9,CAIXA ECONOMICA FEDERAL,8.11,154.81
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,22,BCO DO ESTADO DO RS S.A.,8.11,154.86
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,7,BCO MERCANTIL DO BRASIL S.A.,8.11,154.83
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,23,BCO DO ESTADO DO RS S.A.,8.12,155.3
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,21,BCO DO ESTADO DO RS S.A.,8.13,155.45
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,24,NU FINANCEIRA S.A. CFI,8.14,155.73
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,23,BCO DO ESTADO DO RS S.A.,8.14,155.74
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,27,BCO AFINZ S.A. - BM,8.16,156.21
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,27,CAIXA ECONOMICA FEDERAL,8.16,156.34
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,23,BCO DO NORDESTE DO BRASIL S.A.,8.16,156.45
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,23,BCO BRADESCO S.A.,8.17,156.67
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,10,BCO BMG S.A.,8.17,156.66
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,24,BCO DO NORDESTE DO BRASIL S.A.,8.18,157.03
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,27,NU FINANCEIRA S.A. CFI,8.19,157.08
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,25,CALCRED S.A.,8.2,157.54
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,22,VIA CERTA FINANCIADORA S.A. - CFI,8.2,157.4
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,25,BCO DO ESTADO DO RS S.A.,8.21,157.73
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,24,CAIXA ECONOMICA FEDERAL,8.22,158.11
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,26,CAIXA ECONOMICA FEDERAL,8.22,157.93
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,28,BCO DO NORDESTE DO BRASIL S.A.,8.22,158.04
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,26,CAIXA ECONOMICA FEDERAL,8.24,158.72
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,24,NU FINANCEIRA S.A. CFI,8.26,159.17
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,28,NU FINANCEIRA S.A. CFI,8.28,159.71
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,25,BCO AFINZ S.A. - BM,8.28,159.77
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,24,NU FINANCEIRA S.A. CFI,8.29,159.94
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,27,NU FINANCEIRA S.A. CFI,8.3,160.3
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,26,CAIXA ECONOMICA FEDERAL,8.3,160.38
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,25,CAIXA ECONOMICA FEDERAL,8.3,160.39
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,23,NU FINANCEIRA S.A. CFI,8.31,160.67
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,22,BCO CETELEM S.A.,8.31,160.66
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,27,NU FINANCEIRA S.A. CFI,8.32,160.8
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,25,CAIXA ECONOMICA FEDERAL,8.32,160.95
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,27,LUIZACRED S.A. SCFI,8.32,160.81
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,27,OMNI BANCO S.A.,8.33,161.08
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,28,NU FINANCEIRA S.A. CFI,8.33,161.11
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,25,BCO DO NORDESTE DO BRASIL S.A.,8.33,161.16
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,26,BCO AFINZ S.A. - BM,8.33,161.09
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,26,NU FINANCEIRA S.A. CFI,8.34,161.63
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,28,BCO DIGIMAIS S.A.,8.35,161.65
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,28,BCO DIGIMAIS S.A.,8.35,161.65
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,29,BANCO INVESTCRED UNIBANCO S.A.,8.35,161.87
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,22,NU FINANCEIRA S.A. CFI,8.35,161.81
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,28,BCO DO NORDESTE DO BRASIL S.A.,8.36,162.21
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,27,CAIXA ECONOMICA FEDERAL,8.36,162.08
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,23,NU FINANCEIRA S.A. CFI,8.37,162.22
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,24,BCO AFINZ S.A. - BM,8.37,162.34
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,23,BCO AGIBANK S.A.,8.37,162.4
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,26,CAIXA ECONOMICA FEDERAL,8.38,162.65
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,28,BANCO BARI S.A.,8.38,162.73
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,25,CAIXA ECONOMICA FEDERAL,8.39,162.97
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,24,BCO AFINZ S.A. - BM,8.4,163.37
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,26,BANCO BRADESCARD,8.4,163.25
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,8,BCO MERCANTIL DO BRASIL S.A.,8.43,164.02
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,27,NU FINANCEIRA S.A. CFI,8.43,164.04
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,8,BANCO SICOOB S.A.,8.43,164.09
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,24,CAIXA ECONOMICA FEDERAL,8.43,164.13
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,10,BANCO SICOOB S.A.,8.44,164.28
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,29,LUIZACRED S.A. SCFI,8.45,164.7
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,28,BCO DO NORDESTE DO BRASIL S.A.,8.45,164.62
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,25,CAIXA ECONOMICA FEDERAL,8.47,165.31
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,27,LUIZACRED S.A. SCFI,8.48,165.65
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,25,BCO CETELEM S.A.,8.49,165.96
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,28,NU FINANCEIRA S.A. CFI,8.5,166.23
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,25,CALCRED S.A.,8.54,167.28
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,27,BANCO BRADESCARD,8.55,167.51
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,29,LUIZACRED S.A. SCFI,8.55,167.67
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,26,BCO CETELEM S.A.,8.55,167.72
